player,debut,last_game,pos,teams,nickname,lastname,firstname
Dave Thomas,1929,1946,First baseman,"
Birmingham Black Barons, Baltimore Black Sox, New York Black Yankees, New York Cubans, Washington Black Senators, Brooklyn Royal Giants
",NA,Thomas,Dave
Ewell Thomas,1922,1924,Infielder,"
Kansas City Monarchs, St. Louis Stars
",NA,Thomas,Ewell
Herb Thomas,1928,1930,Pitcher,"
New York Lincoln Giants, Brooklyn Royal Giants, Hilldale Club
",NA,Thomas,Herb
Jules Thomas,1908,1923,"
Outfielder / Pitcher
","
Brooklyn Royal Giants, St. Louis Giants, New York Lincoln Giants, New York Lincoln Stars
",NA,Thomas,Jules
Lacey Thomas,1935,1944,Outfielder,"
Chicago American Giants, Jacksonville Red Caps, Cleveland Bears
",NA,Thomas,Lacey
Marcellus Thomas,1937,1937,Outfielder,St. Louis Stars,NA,Thomas,Marcellus
Nelson Thomas,1947,1947,Pitcher,Newark Eagles,NA,Thomas,Nelson
Walter Thomas,1935,1947,Pitcher,"
Chicago American Giants, Detroit Stars, Kansas City Monarchs, Birmingham Black Barons
",NA,Thomas,Walter
Charlie Thomason,1941,1942,Outfielder,Newark Eagles,NA,Thomason,Charlie
Frank  Thompson,1945,1954,Pitcher,"
Birmingham Black Barons, Homestead Grays, Memphis Red Sox
","""Groundhog""",Thompson,Frank
Hank Thompson,1943,1948,"
Infielder / Outfielder
",Kansas City Monarchs,NA,Thompson,Hank
Sam Thompson,1932,1942,Pitcher,"
Indianapolis ABCs, Kansas City Monarchs, Columbus Elite Giants, Philadelphia Stars, Chicago American Giants
","""Sad""",Thompson,Sam
Sandy Thompson,1923,1933,Outfielder,"
Dayton Marcos, Milwaukee Bears, Birmingham Black Barons, Chicago American Giants, Cuban Stars (East)
",NA,Thompson,Sandy
Bob Thurman,1946,1949,"
Pitcher / Outfielder
","
Homestead Grays, Kansas City Monarchs
",NA,Thurman,Bob
Luis Tiant,1930,1947,Pitcher,"
Cuban Stars (West), New York Cubans
",NA,Tiant,Luis
James Tillman,1941,1943,Catcher,Homestead Grays,NA,Tillman,James
Harold Tinker,1922,1931,Outfielder,Pittsburgh Crawfords,NA,Tinker,Harold
Jake Tolbert,1940,1948,Catcher,"
Birmingham Black Barons, New York Black Yankees, Chicago American Giants
",NA,Tolbert,Jake
Ted Toles Jr.,1946,1947,"
Pitcher / Outfielder
","
Pittsburgh Crawfords, Newark Eagles, Cleveland Buckeyes,",NA,Jr.,Ted Toles
Albert Toney,1901,1916,Shortstop,"
Chicago Union Giants, Algona Brownies, Leland Giants, Kansas City Royal Giants, Chicago Giants, French Lick Plutos, Chicago American Giants
",NA,Toney,Albert
Ricardo Torres,1914,1915,Catcher,Long Branch Cubans,NA,Torres,Ricardo
Cristóbal Torriente,1913,1928,Outfielder,"
Cuban Stars, All Nations, Chicago American Giants, Kansas City Monarchs, Detroit Stars
",NA,Torriente,Cristóbal
Russell Trabue,1924,1924,Pitcher,Indianapolis ABCs,NA,Trabue,Russell
Nat Trammell,1930,1930,First baseman,Birmingham Black Barons,NA,Trammell,Nat
Harold Treadwell,1919,1928,Pitcher,"
Lincoln Giants, Bacharach Giants, Chicago American Giants, Cleveland Browns, Detroit Stars, Indianapolis ABCs, Dayton Marcos
",NA,Treadwell,Harold
Ted Trent,1927,1939,Pitcher,"
St. Louis Stars, Cuban Stars (West), Homestead Grays, Detroit Wolves, Washington Pilots, New York Black Yankees, Chicago American Giants
",NA,Trent,Ted
Bob Trice,1948,1950,Pitcher,Homestead Grays,NA,Trice,Bob
Quincy Trouppe,1930,1949,"
Catcher / Manager
","
St. Louis Stars, Kansas City Monarchs, Chicago American Giants, Indianapolis ABCs, Mexican League, Cleveland Buckeyes
",NA,Trouppe,Quincy
Donald Troy,1945,1945,Pitcher,Baltimore Elite Giants,NA,Troy,Donald
Aggie Turner,1910,1914,Infielder,Indianapolis ABCs,NA,Turner,Aggie
Bob Turner,1944,1944,Outfielder,Newark Eagles,NA,Turner,Bob
Clem Turner,1926,1930,First Baseman,"
Kansas City Monarchs, Cleveland Tigers
",NA,Turner,Clem
Henry Turner,1937,1943,Catcher,"
Jacksonville Red Caps/Cleveland Bears, Cleveland Buckeyes
",NA,Turner,Henry
James  Turner,1942,1943,First baseman,"
Baltimore Elite Giants, Harrisburg–St. Louis Stars
","""Lefty""",Turner,James
Pop Turner,1921,1932,Infielder,"
Lincoln Giants, Brooklyn Royal Giants, Hilldale Club, Bacharach Giants, Homestead Grays, Birmingham Black Barons, Chicago American Giants, Cleveland Cubs
",NA,Turner,Pop
Tom Turner,1947,1947,Pitcher,Chicago American Giants,NA,Turner,Tom
Eugene Tyler,1939,1943,Outfielder,"
Cleveland Bears, Cincinnati/Cleveland Buckeyes, Kansas City Monarchs
",NA,Tyler,Eugene
Roy Tyler,1926,1926,Outfielder,"
Chicago American Giants, Cleveland Elites
",NA,Tyler,Roy
William  Tyler,1925,1930,Pitcher,"
Chicago American Giants, Kansas City Monarchs, Memphis Red Sox, Detroit Stars
","""Steel Arm""",Tyler,William
Ruby Tyrees,1916,1924,Pitcher,"
Chicago American Giants, Royal Poinciana Hotel, Cleveland Browns
",NA,Tyrees,Ruby
Cap Tyson,1938,1941,Catcher,Birmingham Black Barons,NA,Tyson,Cap
Fermín Valdés,1935,1944,Second baseman,"
New York Cubans, Indianapolis Clowns
",NA,Valdés,Fermín
Rogelio Valdés,1905,1911,Outfielder,"
All Cubans, Cuban X-Giants, Cuban Stars (West)
",NA,Valdés,Rogelio
William Van Buren,1953,1953,Pitcher,Kansas City Monarchs,NA,Buren,William Van
Fred Van Dyke,1895,1895,Pitcher,Page Fence Giants,NA,Dyke,Fred Van
Columbus Vance,1927,1934,Pitcher,"
Birmingham Black Barons, Homestead Grays, Indianapolis ABCs
",NA,Vance,Columbus
Roberto Vargas,1948,1948,Pitcher,Chicago American Giants,NA,Vargas,Roberto
Tetelo Vargas,1927,1944,Center fielder,"
Cuban Stars, New York Cubans
",NA,Vargas,Tetelo
Orlando Varona,1948,1950,Shortstop,Memphis Red Sox,NA,Varona,Orlando
Armando Vazquez,1944,1952,First baseman,"
Indianapolis Clowns, New York Cubans
",NA,Vazquez,Armando
Manuel Villa,1909,1922,Infielder,"
All Cubans, Cuban Stars (West)
",NA,Villa,Manuel
Luis Villodas,1946,1947,Catcher,Baltimore Elite Giants,NA,Villodas,Luis
Juan Violá,1902,1915,Infielder,Long Branch Cubans,NA,Violá,Juan
Ewing Waddy,1932,1933,Pitcher,Indianapolis ABCs,NA,Waddy,Ewing
Lee Wade,1909,1918,Pitcher,"
Cuban Giants, Philadelphia Giants, St. Louis Giants, Lincoln Giants, Chicago American Giants, Brooklyn Royal Giants
",NA,Wade,Lee
Arnold Waites,1935,1937,Pitcher,"
Philadelphia Stars, Homestead Grays, Washington Elite Giants
",NA,Waites,Arnold
Bert Wakefield,1899,1900,First baseman,Chicago Unions,NA,Wakefield,Bert
Edsall Walker,1936,1945,Pitcher,"
Homestead Grays, Philadelphia Stars
",NA,Walker,Edsall
George Walker,1937,1943,Pitcher,"
Homestead Grays, Kansas City Monarchs
",NA,Walker,George
Hoss Walker,1929,1949,"
Shortstop, Manager
","
Bacharach Giants, Cleveland Cubs, Nashville Elite Giants, Columbus Elite Giants, Homestead Grays, Washington Elite Giants, Memphis Red Sox, Baltimore Elite Giants, New York Black Yankees, Birmingham Black Barons, Indianapolis Clowns
",NA,Walker,Hoss
Jack Walker,1940,1940,Pitcher,Newark Eagles,NA,Walker,Jack
Robert Taylor Walker,1944,1948,Pitcher,"
St. Louis Stars, Homestead Grays
",NA,Walker,Robert Taylor
Weldy Walker,1887,1887,Outfielder,Pittsburgh Keystones,NA,Walker,Weldy
William Walker,1937,1937,Outfielder,St. Louis Stars,NA,Walker,William
Bo Wallace,1948,1949,Catcher,Newark/Houston Eagles,NA,Wallace,Bo
Dick Wallace,1906,1924,"
Shortstop, Manager
","Paducah Nationals, Cuban Giants, Club Fé, Leland Giants, Lincoln Giants, St. Louis Giants, Bacharach Giants, Brooklyn Royal Giants, Hilldale Daisies
",NA,Wallace,Dick
Pinky Ward,1923,1934,Outfielder,"
Washington Potomacs, Indianapolis ABCs, Chicago American Giants, Memphis Red Sox, Birmingham Black Barons, Louisville Black Caps, Cincinnati Tigers
",NA,Ward,Pinky
Willie Ward,1932,1935,Outfielder,"
Bacharach Giants, Brooklyn Eagles, Philadelphia Stars
",NA,Ward,Willie
Archie Ware,1942,1948,First baseman,Cleveland Buckeyes,NA,Ware,Archie
Joe Ware,1932,1935,Outfielder,"
Cleveland Stars, Pittsburgh Crawfords, Newark Dodgers
",NA,Ware,Joe
Willie Ware,1924,1926,First baseman,Chicago American Giants,NA,Ware,Willie
Frank Warfield,1915,1932,"
Second baseman / Manager
","
St. Louis Giants, Indianapolis ABCs, Dayton Marcos, Detroit Stars, Kansas City Monarchs, Hilldale Daisies, Baltimore Black Sox, Washington Pilots
",NA,Warfield,Frank
Sam Warmack,1922,1932,Outfielder,"
Richmond Giants, Hilldale Club, Washington Pilots
",NA,Warmack,Sam
Jesse Warren,1940,1948,Third baseman,"
Kansas City Monarchs, Memphis Red Sox, New Orleans–St. Louis Stars, Birmingham Black Barons, Chicago American Giants
",NA,Warren,Jesse
Edgar  Washington,1920,1920,First baseman,Kansas City Monarchs,"""Blue""",Washington,Edgar
Fay Washington,1940,1946,Pitcher,"
New Orleans–St. Louis Stars, Birmingham Black Barons, Cincinnati Clowns, Seattle Steelheads
",NA,Washington,Fay
Jasper Washington,1921,1932,First baseman,"
Homestead Grays, Pittsburgh Keystones, Pittsburgh Crawfords, Newark Browns
",NA,Washington,Jasper
Johnny Washington,19__,19__,,"
Chicago American Giants, Houston Eagles
",NA,Washington,Johnny
Namon Washington,1920,1933,Outfielder,"
Indianapolis ABCs, Hilldale Club, Philadelphia Tigers, Brooklyn Royal Giants, Lincoln Giants
",NA,Washington,Namon
Pete Washington,1923,1936,Outfielder,"
Washington Potomacs, Wilmington Potomacs, Baltimore Black Sox, Philadelphia Stars, New York Black Yankees, Brooklyn Royal Giants
",NA,Washington,Pete
Tom Washington,1905,1915,"
Catcher / Manager
",Philadelphia Giants,NA,Washington,Tom
William Washington,1906,1911,Catcher,"
Chicago Union Giants, Chicago Giants
",NA,Washington,William
John  Watkins,1874,1924,"
Catcher / Manager
","
Cuban Giants, Havana Red Sox","""Pop""",Watkins,John
Skeeter Watkins,1942,1950,Third baseman,"
Newark Eagles, Philadelphia Stars
",NA,Watkins,Skeeter
Amos Watson,1945,1947,Pitcher,"
Indianapolis Clowns, Baltimore Elite Giants
",NA,Watson,Amos
Johnie Watson,1922,1926,Outfielder,Detroit Stars,NA,Watson,Johnie
Herman Watts,1941,1942,Pitcher,"
New York Black Yankees, Jacksonville Red Caps, Cincinnati Buckeyes
",NA,Watts,Herman
Jack Watts,1913,1921,Catcher,"
Indianapolis ABCs, Chicago American Giants, Chicago Black Sox, Dayton Marcos, Pittsburgh Keystones (baseball)
",NA,Watts,Jack
Dick Weaver,1944,1944,Pinch hitter,Newark Eagles,NA,Weaver,Dick
Pearl Webster,1914,1918,"
Catcher / First baseman
","
Brooklyn Royal Giants, Lincoln Stars, St. Louis Giants, Hilldale Club, Grand Central Red Caps, Bacharach Giants
",NA,Webster,Pearl
William Webster,1915,1933,Catcher,"
St. Louis Giants, Chicago American Giants, Indianapolis ABCs, Dayton Marcos, Detroit Stars, Bacharach Giants, Lincoln Giants
",NA,Webster,William
Winfield Welch,1920,1952,"
Outfielder / Manager
","
Atlanta Black Crackers, Birmingham Black Barons, New York Cubans, Chicago American Giants
",NA,Welch,Winfield
Willie Wells,1924,1949,"
Shortstop / Manager
","
St. Louis Stars, Detroit Wolves, Homestead Grays, Kansas City Monarchs, Cole's American Giants, Newark Eagles, Mexican League, Chicago American Giants, New York Black Yankees, Baltimore Elite Giants, Indianapolis Clowns, Memphis Red Sox
",NA,Wells,Willie
Willie Wells Jr.,1944,1948,Shortstop,"
Chicago American Giants, Memphis Red Sox
",NA,Jr.,Willie Wells
Roy Welmaker,1932,1945,Pitcher,"
Atlanta Black Crackers, Homestead Grays, Philadelphia Stars
",NA,Welmaker,Roy
Charles Wesley,1921,1930,Infielder,"
Columbus Buckeyes, Indianapolis ABCs, St. Louis Stars, Birmingham Black Barons, Memphis Red Sox, Louisville White Sox
",NA,Wesley,Charles
Edgar Wesley,1917,1931,First baseman,"Texas All Stars, Chicago American Giants, Detroit Stars, Harrisburg Giants, Brooklyn Royal Giants, Cleveland Hornets, Atlantic City Bacharach Giants
",NA,Wesley,Edgar
Jim West,1930,1948,First baseman,"
Birmingham Black Barons, Cleveland Cubs, Memphis Red Sox, Nashville Elite Giants, Columbus Elite Giants, Washington Elite Giants, Baltimore Elite Giants, Philadelphia Stars, New York Black Yankees, Indianapolis Clowns
",NA,West,Jim
Ollie West,1942,1945,Pitcher,"
Homestead Grays, Chicago American Giants
",NA,West,Ollie
Ernest Westfield,1959,1965,Pitcher,Birmingham Black Barons,NA,Westfield,Ernest
Speed Whatley,1937,1944,Outfielder,"
Birmingham Black Barons, Memphis Red Sox, Homestead Grays, New York Black Yankees
",NA,Whatley,Speed
Joe Wheeler,1921,1925,Pitcher,"
Baltimore Black Sox, Bacharach Giants, Washington Potomacs
",NA,Wheeler,Joe
Sam  Wheeler,1948,1948,Outfielder,New York Cubans,"""Boom Boom""",Wheeler,Sam
Burlin White,1915,1933,"
Catcher / Manager
","
West Baden Sprudels, Chicago American Giants, Bacharach Giants, Lincoln Giants, Philadelphia Giants
",NA,White,Burlin
Chaney White,1919,1936,Outfielder,"
Hilldale Daisies, Chicago American Giants, Atlantic City Bacharach Giants, Washington Potomacs, Quaker Giants, Homestead Grays, Philadelphia Stars, Baltimore Black Sox, New York Cubans
",NA,White,Chaney
Charlie White,1950,1950,Catcher,Philadelphia Stars,NA,White,Charlie
Clarence White,1928,1932,Pitcher,"
Memphis Red Sox, Nashville Elite Giants, Louisville Black Caps, Louisville White Sox, Montgomery Grey Sox
",NA,White,Clarence
Eddie White,1944,1944,Pitcher,Homestead Grays,NA,White,Eddie
Eugene White,1935,1935,Third baseman,Brooklyn Eagles,NA,White,Eugene
Eugene White,1947,1957,Shortstop,"
Chicago American Giants, Kansas City Monarchs
",NA,White,Eugene
Sol White,1887,1912,"
Shortstop / Manager
","
Pittsburgh Keystones, Cuban Giants, Page Fence Giants, Cuban X-Giants, Philadelphia Giants, Brooklyn Royal Giants, New York Lincoln Giants, among several others",NA,White,Sol
Carl Whitney,1942,1942,Outfielder,New York Black Yankees,NA,Whitney,Carl
Davey Whitney,1952,1954,Shortstop,Kansas City Monarchs,NA,Whitney,Davey
Dick Whitworth,1914,1922,Pitcher,"
Chicago Union Giants, Chicago American Giants, Hilldale Club
",NA,Whitworth,Dick
William Whyte,1886,1890,Pitcher,"
Cuban Giants, York Monarchs
",NA,Whyte,William
Frank Wickware,1910,1925,Pitcher,"
Leland Giants, Chicago American Giants, Brooklyn Royal Giants, Mohawk Giants, New York Lincoln Giants, among several others",NA,Wickware,Frank
Bob Wiggins,1959,1960,Outfielder,"Raleigh Tigers, Kansas City Monarchs
",NA,Wiggins,Bob
Joe Wiggins,1930,1934,Third baseman,"
Nashville Elite Giants, Cleveland Cubs, Baltimore Black Sox, New York Black Yankees, Bacharach Giants
",NA,Wiggins,Joe
Fred Wiley,1920,1927,Pitcher,"
Pennsylvania Red Caps of New York, Lincoln Giants
",NA,Wiley,Fred
Joe Wiley,1947,1948,Infielder,"
Baltimore Elite Giants, Birmingham Black Barons
",NA,Wiley,Joe
Wabishaw Wiley,1910,1924,Catcher,"
West Baden Sprudels, Brooklyn Royal Giants, Mohawk Giants, New York Lincoln Giants, Philadelphia Giants, Atlantic City Bacharach Giants
",NA,Wiley,Wabishaw
Jimmy Wilkes,1945,1950,Center fielder,"
Newark Eagles, Houston Eagles, Indianapolis Clowns
",NA,Wilkes,Jimmy
Pete Willett,1923,1928,Shortstop,"
Lincoln Giants, Cleveland Tigers
",NA,Willett,Pete
Al Williams,1945,1946,Pitcher,"
Newark Eagles, New York Black Yankees
",NA,Williams,Al
Andrew  Williams,1910,1928,Pitcher,"
West Baden Sprudels, Indianapolis ABCs, Louisville White Sox, St. Louis Giants, Brooklyn Royal Giants, Pennsylvania Red Caps of New York, Dayton Marcos, Chicago American Giants, Bacharach Giants, Washington Potomacs, Lincoln Giants, Colored Athletics, Ewing's All Stars","""String Bean""",Williams,Andrew
Bobby L. Williams,1917,1948,"
Shortstop / Manager
","
Chicago American Giants, Homestead Grays, Indianapolis ABCs, Lincoln Giants, Bacharach Giants
",NA,Williams,Bobby
Bucky Williams,1927,1936,,"
Pittsburgh Crawfords, Homestead Grays
",NA,Williams,Bucky
Charles  Williams,1921,1935,Pitcher,"
Homestead Grays, Detroit Wolves
","""Lefty""",Williams,Charles
Charlie Williams,1921,1931,Shortstop,"
Indianapolis ABCs, Memphis Red Sox, Chicago American Giants
",NA,Williams,Charlie
Chester Williams,1931,1943,"
Shortstop / Second baseman
","
Pittsburgh Crawfords, Homestead Grays, Philadelphia Stars, Mexican League, Memphis Red Sox, Chicago American Giants
",NA,Williams,Chester
Clarence Williams,1885,1912,"
Catcher / Manager
","
Cuban Giants, Philadelphia Giants, Cuban X-Giants
",NA,Williams,Clarence
Clyde Williams,1947,1950,Pitcher,Cleveland Buckeyes,NA,Williams,Clyde
Elbert Williams,1929,1935,Pitcher,"
Homestead Grays, Detroit Stars, Louisville White Sox, Monroe Monarchs, Brooklyn Eagles
",NA,Williams,Elbert
Eli Williams,1943,1945,Outfielder,"
Harrisburg-St. Louis Stars, Kansas City Monarchs
",NA,Williams,Eli
Eugene Williams,1950,1960,Pitcher,Memphis Red Sox,NA,Williams,Eugene
Frank  Williams,1942,1946,Outfielder,Homestead Grays,"""Shorty""",Williams,Frank
Fred Williams,1921,1924,Catcher,"
Columbus Buckeyes, Indianapolis ABCs, Washington Potomacs, Harrisburg Giants
",NA,Williams,Fred
George Williams,1885,1902,Infielder,"
Cuban Giants, Cuban X-Giants
",NA,Williams,George
Gerard Williams,1921,1925,Shortstop,"
Pittsburgh Keystones, Cleveland Tate Stars, Indianapolis ABCs, Lincoln Giants, Homestead Grays
",NA,Williams,Gerard
Harry Williams,1931,1946,Infielder,"
Indianapolis ABCs, Pittsburgh Crawfords, New York Black Yankees, Baltimore Black Sox, Homestead Grays, Baltimore Elite Giants, New York Cubans
",NA,Williams,Harry
Henry  Williams,1923,1937,Catcher,"
Kansas City Monarchs, Indianapolis ABCs, St. Louis Stars, Indianapolis ABCs, Pittsburgh Crawfords
","""Flick""",Williams,Henry
Jesse H.  Williams,1913,1990,Shortstop,"
Kansas City Monarchs, Indianapolis Clowns
","""Bill""",Williams,Jesse
Jesse S. Williams,1944,1947,Catcher,"
Cleveland Buckeyes, Chicago American Giants
",NA,Williams,Jesse
Jim Williams,1931,1944,Outfielder,"
Indianapolis ABCs, Homestead Grays, Newark Dodgers, Brooklyn Eagles, New York Black Yankees, Toledo Crawfords, Cleveland Bears, New York Cubans, Jacksonville Red Caps
",NA,Williams,Jim
Joseph Williams,1905,1932,"
Pitcher / Manager
","
San Antonio Black Bronchos, Chicago Giants, New York Lincoln Giants, Mohawk Giants, Chicago American Giants, Atlantic City Bacharach Giants, Hilldale Daisies, Brooklyn Royal Giants, Homestead Grays, Detroit Wolves
","""Cyclone Joe"" / ""Smokey Joe""",Williams,Joseph
John J. Williams,1944,1948,Pitcher,Indianapolis Clowns,NA,Williams,John
John W. Williams,1926,1936,Pitcher,"
Dayton Marcos, St. Louis Stars, Indianapolis ABCs, Detroit Stars, Homestead Grays, New York Black Yankees
",NA,Williams,John
Lawrence Williams,1954,1955,Outfielder,Kansas City Monarchs,NA,Williams,Lawrence
Lem Williams,1907,1911,Outfielder,"
Cuban Giants, Philadelphia Giants
",NA,Williams,Lem
Leroy  Williams,1947,1948,Infielder,Newark Eagles,"""Jeff""",Williams,Leroy
Marvin Williams,1943,1950,second baseman,Philadelphia Stars,NA,Williams,Marvin
Morris Williams,1920,1921,Pitcher,Indianapolis ABCs,NA,Williams,Morris
Nish Williams,1928,1939,"
Catcher / Manager
","
Cleveland Cubs, Nashville Elite Giants, Columbus Elite Giants, Washington Elite Giants, Atlanta Black Crackers
",NA,Williams,Nish
Phil Williams,1931,1932,Third baseman,Baltimore Black Sox,NA,Williams,Phil
Poindexter Williams,1921,1933,"
Catcher / Manager
","
Chicago American Giants, Detroit Stars, Birmingham Black Barons, Louisville Black Caps, Nashville Elite Giants, Louisville White Sox, Homestead Grays
",NA,Williams,Poindexter
Robert Williams,1954,1954,"
Infielder / Outfielder
",Birmingham Black Barons,NA,Williams,Robert
Roy S. Williams,1930,1935,Pitcher,"
Memphis Red Sox, Homestead Grays, Pittsburgh Crawfords, Baltimore Sox, Brooklyn Eagles
",NA,Williams,Roy
Sam Williams,1947,1952,Pitcher,Birmingham Black Barons,NA,Williams,Sam
Tom Williams,1916,1924,Pitcher,"
Bacharach Giants, Chicago American Giants, Royal Poinciana Hotel, Brooklyn Royal Giants, Hilldale Club, Lincoln Giants, Detroit Stars
",NA,Williams,Tom
Willie Williams,1945,1950,Infielder,"
Newark Eagles, Houston Eagles
",NA,Williams,Willie
Wilmore Williams,1943,1943,Outfielder,Newark Eagles,NA,Williams,Wilmore
Jim Willis,1926,1939,Pitcher,"
New Orleans Algiers, Birmingham Black Barons, Nashville Elite Giants, Cleveland Cubs, Philadelphia Stars, Columbus Elite Giants, Washington Elite Giants, Baltimore Elite Giants
",NA,Willis,Jim
Alfred Wilmore,1946,1950,Pitcher,"
Philadelphia Stars, Baltimore Elite Giants
",NA,Wilmore,Alfred
Andrew Wilson,1923,1923,"
Outfielder / Pitcher
","
Milwaukee Bears,",NA,Wilson,Andrew
Artie Wilson,1944,1948,Shortstop,Birmingham Black Barons,NA,Wilson,Artie
